relative_path,line_number,hardcode_type,matched_text,suggested_parameter,risk_level,notes
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,130,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,133,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,136,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,139,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,142,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,145,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,148,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,151,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,154,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,157,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,160,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,163,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,166,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,169,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,172,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,175,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,178,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,181,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,184,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,187,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,190,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,193,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,196,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,199,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,202,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,205,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,208,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,211,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,214,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,217,32track_name,"mdb.models['Model_2D_LDEL_32track'].CoupledTempDisplacementStep(deltmx=400.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,221,32track_name,mdb.models['Model_2D_LDEL_32track'].FilmCondition(createStepName='step_scan_00',n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,225,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].surfaces['surf_external_all']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,226,32track_name,"mdb.models['Model_2D_LDEL_32track'].RadiationToAmbient(ambientTemperature=20.0,",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,230,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].surfaces['surf_external_all']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,231,32track_name,"mdb.models['Model_2D_LDEL_32track'].BodyHeatFlux(createStepName='step_scan_00',",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,233,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].sets['set_body_heat_00']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,234,32track_name,mdb.models['Model_2D_LDEL_32track'].loads['load_body_hflux_00'].deactivate(,n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,236,32track_name,"mdb.models['Model_2D_LDEL_32track'].BodyHeatFlux(createStepName='step_scan_01',",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,238,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].sets['set_body_heat_08']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,239,32track_name,mdb.models['Model_2D_LDEL_32track'].loads['load_body_hflux_01'].deactivate(,n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,241,32track_name,"mdb.models['Model_2D_LDEL_32track'].BodyHeatFlux(createStepName='step_scan_02',",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,243,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].sets['set_body_heat_16']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,244,32track_name,mdb.models['Model_2D_LDEL_32track'].loads['load_body_hflux_02'].deactivate(,n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,246,32track_name,"mdb.models['Model_2D_LDEL_32track'].BodyHeatFlux(createStepName='step_scan_03',",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,248,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].sets['set_body_heat_24']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,249,32track_name,mdb.models['Model_2D_LDEL_32track'].loads['load_body_hflux_03'].deactivate(,n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,251,32track_name,"mdb.models['Model_2D_LDEL_32track'].BodyHeatFlux(createStepName='step_scan_04',",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,253,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].sets['set_body_heat_01']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,254,32track_name,mdb.models['Model_2D_LDEL_32track'].loads['load_body_hflux_04'].deactivate(,n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,256,32track_name,"mdb.models['Model_2D_LDEL_32track'].BodyHeatFlux(createStepName='step_scan_05',",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,258,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].sets['set_body_heat_09']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,259,32track_name,mdb.models['Model_2D_LDEL_32track'].loads['load_body_hflux_05'].deactivate(,n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,261,32track_name,"mdb.models['Model_2D_LDEL_32track'].BodyHeatFlux(createStepName='step_scan_06',",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,263,32track_name,mdb.models['Model_2D_LDEL_32track'].rootAssembly.instances['part_plate-1'].sets['set_body_heat_17']),n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,264,32track_name,mdb.models['Model_2D_LDEL_32track'].loads['load_body_hflux_06'].deactivate(,n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\cae_models\32track_full\block_interleaved_quarters\block_interleaved_quarters_32track_finalcool_v01.jnl,266,32track_name,"mdb.models['Model_2D_LDEL_32track'].BodyHeatFlux(createStepName='step_scan_07',",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
